start,end,text
1489.952,1490.232,小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小
1490.88,1492.88,Do you want any more now?
1492.672,1493.672,medicine or you all done?
1493.984,1494.484,What?
1494.656,1495.156,Yeah.
1495.392,1496.392,Okay.
1496.256,1496.756,Bye.
1496.672,1498.672,Thank you for watching!
1503.84,1504.34,Hmm.
1505.216,1505.716,Bye!
1505.664,1506.664,That's a...
1506.048,1507.048,Oh.
1511.264,1512.264,Thank you.
1511.52,1512.52,That's it.
1512.52,1513.52,You're shit about that.
1516.192,1517.192,Thank you.
1517.504,1518.504,lol
1518.56,1522.24,I'm gonna make her some Madison. I will get you
1525.24,1527.24,Gotta get your
1526.272,1527.272,Thank you.
1526.624,1527.124,Bye.
1529.056,1531.056,"Oh, I'm not gonna do it!"
1531.68,1532.68,You can see the camera.
1532.416,1533.2559999999999,"Please, Naomi."
1533.408,1536.808,老爺
1536.992,1538.992,I have to bring you...
1538.08,1539.08,Thank you.
1538.528,1541.128,I'm just gonna say goodbye.
1541.312,1542.312,See you in the next video.
1542.496,1543.496,Hey!
1545.152,1546.152,へっ!
1546.368,1548.368,"Ты очень спасибо, что я не понимаю."
1549.056,1549.556,Bye!
1549.728,1550.728,Thank you.
1550.048,1551.048,Yep.
1550.496,1553.864,Thank you.
1553.184,1553.684,네?
1553.856,1554.356,Bye!
1554.464,1554.964,Enjoy!
1558.048,1559.048,Good.
1558.4,1561.4,Bye!
1562.624,1564.624,"Right, you know what?"
1564.624,1566.624,Go get this also so fast.
1567.328,1568.328,That's right.
1568.328,1569.828,That's what we're doing a good job.
1570.048,1572.408,So I think that's how we've been doing it.
1572.408,1575.048,We're even going to be the morning and night that's flushed.
1575.424,1578.424,I'm sorry.
1578.944,1579.944,car.
1579.584,1582.584,Thank you.
1582.784,1584.784,I'm going to go to the bathroom.
1586.848,1588.848,"Yeah, that is your sister's too."
1589.056,1590.056,Bye.
1590.4,1593.4,That one's not gonna be fair!
1593.472,1593.972,haha
1593.824,1597.0240000000001,"Oh, you remember!"
1597.344,1604.344,I know you want
1604.608,1605.4479999999999,You're right.
1605.504,1608.734,Aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
1609.248,1611.248,안녕!
1611.424,1612.424,That's it.
1611.776,1616.4460000000001,Aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
1617.248,1622.588,ふぅぅぅぅぅぅぅぅぅぅぅぅぅぅぅぅぅぅぅぅぅぅぅぅぅぅぅぅぅぅぅぅぅぅぅぅぅぅぅぅぅぅぅぅぅぅぅぅぅぅぅぅぅぅぅぅぅぅぅぅぅぅぅぅぅぅぅぅぅぅぅぅぅぅぅぅぅぅぅぅぅぅぅぅぅぅぅぅぅぅぅぅぅぅぅぅぅぅぅぅぅぅぅぅぅぅぅぅぅぅぅ
1623.168,1629.1779999999999,Aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
1629.312,1631.312,Oh!
1631.312,1633.312,Ah!
1635.312,1637.312,"Me too, honey."
1640.384,1641.224,Bye bye.
1641.664,1642.664,What is it?
1642.624,1644.624,You could put a little water in your hands.
1644.16,1648.0,with you.
1648.224,1648.724,H-H!
1648.832,1649.832,Okay.
1649.408,1652.408,Do you want any more?
1652.408,1665.408,No.
1664.736,1666.526,ううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううう
1666.784,1667.784,next.
1667.168,1667.668,That was...
1667.648,1668.648,Thank you.
1667.872,1676.152,HAAAAAAAHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHH
1676.288,1676.788,Okay.
1676.512,1678.512,I'm sorry.
1684.8,1685.3,Bye!
1685.248,1687.248,That's not yours.
1689.024,1692.464,"Oh, I like it."
1692.576,1695.896,ふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふふ
1696.352,1696.852,Bye!
1697.184,1699.184,Ha
1700.768,1721.978,Aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
1723.104,1724.104,Kiss!
1724.416,1726.416,This is a...
1727.076,1729.616,"Madison, that was very nice,"
1729.616,1730.816,I don't know what it is.
1732.608,1733.108,Aaaaaaah!
1733.216,1734.216,I'm gonna be a little bit more.
1735.968,1736.468,Hahaha!
1737.408,1740.408,Just that we're going hush hush.
1740.16,1741.16,See you.
1742.144,1742.644,Bye.
1742.464,1744.464,Thanks for watching.
1742.944,1744.232,Thank you.
1743.776,1744.776,Thanks.
1744.64,1745.14,Bye!
1746.336,1748.336,It's a nice shape.
1747.2,1747.7,Bye!
1747.808,1748.308,Jeszcze...
1748.864,1749.864,Yeah.
1751.424,1752.424,Thank you.
1751.68,1752.68,Thanks.
1752.0,1753.0,Okay.
1758.592,1759.092,Bye!
1760.416,1761.7359999999999,"Oh, nơi nổ nào tạo nha"
1761.92,1763.92,We don't understand that enough yet till we're ready to go.
1763.776,1764.616,"Whoa, we can't-"
1764.544,1765.544,here.
1765.632,1766.872,Thank you.
1767.872,1768.872,Alright.
1768.544,1770.544,Wow!
1769.408,1769.908,掉了
1771.008,1773.008,It's not waste electricity.
1774.048,1776.048,"No, I don't think so."
1776.048,1778.048,"Hey, I don't think so."
1778.048,1780.048,I think you need to get your jacket on.
1780.128,1782.128,before we could even think about turning the light off.
1788.096,1789.436,Neither do I bear this.
1789.568,1790.568,Thanks.
1789.792,1791.792,today you're both.
1790.528,1792.528,gonna be hungry hungry monsters.
1797.6,1798.1,Yeah.
1798.048,1800.048,and this is...
1798.88,1800.88,probably eat breakfast.
1800.096,1802.096,this is it.
1800.512,1801.512,to get.
1801.088,1802.088,well.
1801.408,1803.408,ah
1805.376,1805.876,"Oh, it's..."
1806.848,1807.848,And no.
1807.808,1809.808,today is not.
1808.512,1810.512,But tomorrow is going to be...
1810.272,1812.272,super-due for early.
1815.68,1816.52,"Bye, baby."
1816.576,1818.576,pretty different early.
1821.056,1821.556,Okay.
1821.6,1823.6,Thanks for watching!
1822.016,1823.016,Thank you.
1822.496,1823.496,this.
1822.816,1823.816,off.
1823.136,1825.136,You
1825.056,1826.056,and then.
1825.568,1827.568,with us.
1827.616,1828.116,What?
1828.576,1829.076,Yeah.
1830.272,1831.752,Thank you.
1832.128,1832.9679999999998,Bye bye.
1834.208,1835.208,来てる
1836.576,1837.576,Bye.
1836.832,1837.832,Bye!
1844.704,1845.704,I don't do that.
1845.376,1847.376,Thanks for watching.
1849.28,1850.28,Bye.
1849.504,1850.504,Please.
1849.824,1851.528,Thank you.
1855.904,1856.904,Bye.
1856.608,1857.608,Hey.
1856.928,1858.248,Bye.
1859.84,1860.34,Thank you.
1860.352,1861.352,Okay.
1861.056,1861.556,What?
1866.816,1867.816,Bye.
1867.264,1868.264,"E aí, cara!"
1869.376,1871.376,paper towel.
1871.552,1872.552,Yeah.
1874.048,1875.048,Thank you.
1874.208,1875.208,for child.
1878.144,1881.0,Thank you.
1880.384,1881.384,Okay.
1882.112,1883.112,See.
1883.424,1884.424,I'm just like...
1883.904,1884.904,Here you go.
1884.768,1886.768,you want to carry the best.
1893.76,1894.26,Yeah!
1895.36,1896.36,"Yeah, man."
1895.936,1896.936,computer back.
1898.08,1900.08,Are you going to help me carry that?
1899.104,1900.104,to.
1901.696,1902.196,네?
1902.656,1903.656,Yes.
1904.032,1904.532,Yeah?
1905.536,1906.376,Bye!
1906.624,1907.624,"Oh, you want a hug?"
1913.824,1914.324,好
1915.552,1916.552,Thank you.
1937.856,1939.176,I'm so good at it.
1940.128,1940.628,Bye-bye.
1942.368,1943.368,Thank you.
1942.784,1945.9840000000002,I'm ready for the new song!
1946.848,1948.328,Bye!
1949.12,1949.62,Oh.
1949.728,1951.728,네
1951.2,1952.04,It's good.
1952.064,1952.564,Hmm.
1953.952,1954.952,Thank you.
1954.88,1955.72,Bye!
1955.872,1956.872,Thank you.
1957.056,1959.056,Is that look like a duck?
1958.4,1959.4,Thank you.
1959.2,1961.2,Wir haben noch etwas dazutaten.
1960.48,1960.98,네.
1960.896,1961.7359999999999,"No, I didn't."
1961.696,1962.196,Go!
1962.464,1962.964,What is it?
1963.232,1964.232,I will.
1963.872,1965.0720000000001,I held your right at the end.
1965.12,1966.356,Bye!
1966.752,1967.752,"Oh, baby."
1968.576,1969.076,拜拜
1969.984,1971.984,more.
1970.624,1971.624,Good night.
1973.056,1974.056,See you again.
1974.048,1975.048,but.
1974.272,1976.272,Thanks for watching.
1974.592,1975.592,Marigoy.
1975.904,1976.404,네.
1976.928,1977.428,拜拜
1977.344,1978.344,Thank you.
1977.6,1978.6,right.
1978.016,1980.016,Thank you for watching.
1978.944,1980.184,and see hours at the rest.
1980.0,1981.0,Did you see that?
1984.832,1985.832,What?
1985.536,1986.036,Bye now.
1986.624,1987.824,No one even can see out.
1988.992,1989.992,Move over there.
1990.304,1991.304,Thank you.
1991.008,1992.328,"I'm gonna do this first, bye bye."
1994.848,1996.2079999999999,"Yeah, okay."
1997.536,1999.08,Thank you.
1999.168,2000.168,I think we're at sleep.
2000.48,2004.08,Do you remember you got to see one owl eats some food?
2005.44,2007.44,You're talking too much.
2007.44,2008.44,Yeah?
2009.248,2011.248,all the light in the arms.
2010.848,2011.848,I'm sorry.
2011.072,2012.072,我都不知道
2012.576,2014.576,"y no lo valia el feito, por el feito."
2015.328,2015.828,Thanks.
2016.096,2017.096,The door is...
2016.704,2018.704,I'm going to be open on this page.
2017.728,2021.384,Thank you.
2022.912,2023.912,Yes.
2023.872,2025.872,수고하셨습니다.
2026.176,2027.176,Thank you.
2026.976,2027.816,"Oh, there."
2027.968,2029.968,you're thinking not.
2029.024,2030.024,Thank you.
2029.76,2031.76,Now let's go in the way.
2031.648,2032.148,네?
2032.352,2032.852,Yeah.
2032.736,2033.736,You got your Sophie.
2033.952,2035.952,"Yeah, what is not"
2034.912,2035.912,"Okay, not me."
2036.896,2037.396,Yeah.
2040.544,2041.384,Uh-huh.
2042.7440000000001,2043.544,You're right.
2043.544,2044.884,"Oh, I know."
2044.884,2050.744,"Getting into the car is rough, low."
2050.912,2052.232,Put your real tingle down.
2052.232,2053.232,You're...
2052.512,2053.512,weather.
2054.112,2054.612,See ya!
2054.592,2056.592,"Okay, bye!"
2057.824,2059.824,お疲れ様でした
2061.376,2063.376,"Oh, we have an at last."
2063.072,2065.072,more now.
2064.8,2065.8,Thanks.
2065.056,2067.706,Ooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
2069.12,2075.12,Really?
2075.04,2077.02,Aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
2077.6,2084.6,What do you like at the time?
2084.6,2092.6,Do you want to play?
2092.6,2094.6,I want to play.
2094.912,2103.912,Ehh!
2103.616,2104.986,Aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
2105.184,2106.184,Yes.
2105.6,2107.6,I can't even let it be hurt.
2107.04,2113.04,네?
2113.312,2115.312,No!
2115.312,2118.312,"No, you're so bad!"
2119.904,2121.184,Aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
2121.28,2126.5600000000004,"No, no"
2128.288,2129.288,learning.
2130.432,2131.432,Thank you.
2131.936,2133.936,"Oh, yeah!"
2135.2,2137.7599999999998,I do hear lots of love.
